wkt_geom;gid;site_name;description;river_cat;user_id;time_stamp;river_name
POINT(30.42846111000000064 -29.59198333000000147);348;600m U/S Duzi;Adjacent Sobantu;rocky;245;2014-05-22T07:02:16.112;Baynespruit
POINT(18.44900000000000162 -34.07500000000000284);361;U/S Sandvlei;;sandy;250;2014-05-26T06:35:57.117;Westlake River 
POINT(29.9919399999999996 -29.21943999999999875);341;D/STextileFacto;Downstream of textile factory. Adjacent to Western Agricultural College.;rocky;244;2014-05-28T12:51:29.387;Mooi 
POINT(29.96277999999999864 -29.30111000000000132);338;Snow House;In front of Snow house. A self Catering business.;sandy;244;2014-05-28T12:10:16.82;Mooi
POINT(29.98348999999999975 -29.28056000000000125);339;Snow House;In Front of Snow House. Self Catering business.;sandy;244;2014-05-28T12:21:12.229;Mooi
POINT(30.02250000000000085 -29.20944000000000074);344;Helen Bridge;Down stream of town. Near Weston Agricultural College;rocky;244;2014-05-28T14:13:38.016;Mooi
POINT(29.60679999999999978 -24.46048800000000156);363;Sekhukhune;The Olifants River winds down from the agricultural area of Groblersdal, pass the school, snaking through Sekhukhune district.;sandy;252;2014-05-29T14:05:18.988;Olifants
POINT(0.00028 -0.00025);365;Mankwathini PS;The stream is infested by water lettuce;sandy;254;2014-06-02T13:05:15.362;Mpoza stream
POINT(0.00028 -0.00025);366;Mankwathini PS;The stream is infested by water lettuce;sandy;254;2014-06-02T13:05:25.709;Mpoza stream
POINT(0.00029 -0.00026);367;Nhlabane PS;test done further down the stream.;rocky;254;2014-06-02T13:28:32.089;Nhlabane river
POINT(0.00029 -0.00026);369;Ontingweni PS;stagnant water;sandy;254;2014-06-03T07:59:32.578;Kwelimhlophe
POINT(30.19823999999999842 -29.5745900000000006);364;Madala location;near a soccer field. Few houses close by (+300m away);rocky;254;2014-06-03T09:35:03.023;uMthinzima
POINT(31.92350000000000065 -28.75909000000000049);368;StholinhlahlaPS;Tributary to Nseleni river. School close  to a river. ;sandy;254;2014-06-03T09:56:08.409;Mpanyeni
POINT(29.51848800000000139 -29.0684970000000007);328;D/S-EqhweniPS;Iwomu River adjacent to Eqhweni School. River 9meter wide stream flow 2.3 seconds per meter, partially vegetated ;rocky;232;2014-11-06T06:37:02.174;KleinMooirivier
POINT(28.80508299999999977 -30.35433300000000045);657;Matatiele NR;The site is in the reserve. A Lake above the stream ;rocky;389;2014-12-17T07:19:21.562;Matatiele River
POINT(30.19253000000000142 -29.54027999999999921);374;Thurlow;Where stream runs through Phragmites reedbed.;rocky;59;2014-06-06T12:29:23.379;uMthinzima
POINT(28.2929700000000004 -25.69228000000000023);375;Derdepoort Park;Downstream of Water Affairs weir A2H055;rocky;257;2014-06-06T12:45:59.961;Moreleta
POINT(28.28060999999999936 -25.77555999999999869);376;D/S Struben Dam;Waterkloof Spruit downstream of Struben Dam;rocky;257;2014-06-06T12:52:31.655;Waterkloofsprt
POINT(28.2852800000000002 -25.81417000000000073);377;D/S Moreleta NR;Rademeyer Spruit downstream of dam in Moreleta Kloof Reserve;rocky;257;2014-06-06T13:06:15.283;Rademeyersprt
POINT(28.86940999999999846 -31.56632000000000104);385;Gxulu site;Downstream around the village houses;rocky;253;2014-06-09T09:58:59.907;Gxulu river
POINT(30.97062999999999988 -29.85641000000000034);370;Adj-CodeTech;alien plants surrounding the river. lots of solid waste inside the water. Informal settlements.;rocky;254;2014-06-10T12:27:01.372;Mkhumbane
POINT(30.96705000000000041 -29.8676099999999991);371;UKZNSoccerField;Downstream of the river , a catchment from just above enters the river. Adjascent to UKZN Soccer Field;rocky;254;2014-06-10T12:36:46.579;Mkhumbane
POINT(30.96470000000000056 -29.8648200000000017);372;BellairRdBridge;Tributary to Mkhumbane Stream. Site above confluence. Below a school. ;rocky;254;2014-06-11T13:12:52.299;Mkhumbane Trib
POINT(30.34119700000000108 -29.64260200000000012);391;Plessis-Laer;Sutherland Tannery Site;rocky;255;2014-06-18T09:18:28.996;uMsunduzi
POINT(30.22715699999999828 -29.66855999999999938);393;kwaMnyandu;"Near Taylor's Halt; rural location";rocky;255;2014-06-18T09:19:54.913;uMsunduzi
POINT(30.15729999999999933 -29.48766000000000176);394;Petrus Stroom;Site south of Petros Stroom Road Bridge. Gravel Road. ;rocky;255;2014-06-18T09:33:35.924;uMgeni
POINT(30.21424999999999983 -29.48772999999999911);395;U/SYorkRd Sewer;Upstream of the York Road Sewer. Adjacent to a wetland.;rocky;255;2014-06-18T09:36:31.817;uMgeni
POINT(28.16696999999999917 -26.15183000000000035);392;Hurlyvale;Small stream in suburban park, upstream from Horwood's Farm. Upstream from most local sources of pollution;rocky;19;2014-06-18T09:39:44.292;Hurlyvale
POINT(27.76667000000000129 -25.78332999999999942);397;VAN GAALEN;Clear fast  flowing. Rocky bed. Alien plant species on banks;rocky;207;2014-06-18T13:40:13.287;SKEERPOORT
POINT(30.14296999999999827 -29.42997000000000085);400;Fudgehill Farm;Protected mist belt grassland.  Unaltered by agriculture;rocky;263;2014-06-26T12:43:19.176;Fudge stream
POINT(29.068728329999999 -30.8502616699999983);401;N2 Bridge;Next to the N2 ;rocky;146;2014-06-26T13:08:46.457;Mzimvubu
POINT(27.67190000000000083 -31.53211999999999904);403;D/S Cala;Downstream of the Cala Confluence. Close to the town of Cala in the Transkei;rocky;146;2014-06-26T13:52:23.972;Tsomo
POINT(27.14755999999999858 -32.69158000000000186);404;Tshoxa village;Downstream of Sandile Dam. Downstream of cattle farm and rural village. grassland vegetation, both alien and indigenous shrubs along banks;rocky;266;2014-06-26T14:02:42.62;Keiskammahoek
POINT(27.50944000000000145 -26.78820999999999941);409;Fishing Gate;Strong stream. ;rocky;258;2014-07-03T08:47:17.004;Vaal
POINT(30.27411999999999992 -29.59415999999999869);410;Sweetwaters;Middle Reach of the river. Tributary to the uMsunduzi. ;rocky;254;2014-07-03T09:04:06.366;Mabane
POINT(30.06174999999999997 -29.38917000000000002);411;CurrysPost_Rd;Downstream of the Curry's Post Road. Mpofana Dam is 2.8 km upstream. Downstream Mooi River water transfer;rocky;204;2014-07-03T09:28:00.889;Mpofana
POINT(30.10113000000000127 -29.36137499999999889);412;U/S N3 Bridge;Upstream Lions river confluence;rocky;204;2014-07-03T09:37:00.694;Ndiza
POINT(30.14870200000000011 -29.44273700000000105);413;Weir;Below the lions river weir;rocky;204;2014-07-03T09:43:40.395;Lions 
POINT(30.15245600000000081 -29.45947400000000016);414;U/S R103;Upstream of the R103 ;sandy;204;2014-07-03T09:57:08.164;Lions
POINT(30.15188799999999958 -29.46280000000000143);415;Outlet;Lions river outlet. Upstream of confluence with uMgeni;sandy;204;2014-07-03T10:02:49.175;Lions
POINT(30.10836000000000112 -29.49183499999999825);416;DargleConfluenc;uMgeni river downstream Dargle Stream Confluence;rocky;204;2014-07-03T12:02:50.644;uMgeni
POINT(30.20285000000000153 -29.49146999999999963);418;D/S Prospect Rd;Downstream Midmar dam;rocky;204;2014-07-03T12:18:09.803;uMgeni
POINT(30.15622499999999917 -29.48780999999999963);417;U/S Midmar Dam;uMgeni inlet to Midmar Dam. Upstream of Petrus Stroom Rd;rocky;204;2014-07-03T12:11:22.216;uMgeni
POINT(30.20398700000000147 -29.58011700000000133);419;D/S_Mpophomeni;Downstream Mpophomeni;rocky;204;2014-07-03T12:38:42.652;uMthinzima
POINT(27.51129999999999853 -26.79930999999999841);408;Picnic Area-TSA;The Savannah Africa. Light stream. A bit of vegetation and sandy areas;rocky;258;2014-07-03T08:04:32.924;Vaal
POINT(28.16911999999999949 -26.10989999999999966);421;Tshwete Science;Tshwete Science Investigation DWA at WRC Youth Summit 2014 Upstream of Margret Road in Edenvale Gauteng. ;rocky;36;2014-07-03T12:48:17.239;Modderfontein
POINT(29.62265999999999977 -29.30350999999999928);425;Stream crossing;Hiking trail crosses the stream on the way to Aasvoelskransgrot (at line of stones to cross stream);rocky;47;2014-07-10T20:54:41.481;Hike crossing
POINT(30.36438400000000115 -29.63163199999999975);423;U/S Confluence;Site below Alumnicor close to low-level bridge and weir;rocky;264;2014-07-14T06:40:46.345;Slang Spruit
POINT(30.36057999999999879 -29.65653000000000006);424;Slang bridge;Adjacent to a car wash along main road, d/s of Slangspruit  Primary School;rocky;264;2014-07-14T06:48:18.602;Slang Spruit
POINT(30.53727500000000106 -29.35236499999999893);658;High Bridge;High Bridge. New Hanover.;rocky;36;2014-12-17T09:08:35.103;Sterkspruit
POINT(30.39106599999999858 -29.55529399999999995);426;U/S Olympia Br;Upstream of Olympia Way Bridge. Muddy and rocky;rocky;246;2014-07-18T08:22:03.432;Baynes Spruit
POINT(30.41395999999999944 -29.58511000000000024);427;Epol Factories;D/S Manning Bridge. Epol Factories which is 200m from the river. There is also a railway line close by ;rocky;254;2014-07-22T06:47:38.627;BayneSpruit
POINT(28.05814000000000163 -26.19544000000000139);429;krugersdorp;stream flows from the mintails Mogala Gold;rocky;282;2014-07-31T09:28:53.748;wanderfontein 
POINT(29.92133000000000109 -26.47397000000000133);428;D/S Brummer Dam;Drinkwater. Sample point is directly below the Brummer Dam wall.;rocky;217;2014-08-01T05:35:22.118;Klein-Xspruit
POINT(30.40121200000000101 -29.60060800000000114);431;confluence ;confluence of the duzi and dorpspruit;rocky;294;2014-08-01T06:47:04.026;Dorpspruit 
POINT(30.33396000000000114 -29.60483599999999882);440;Dorp45;Near bridge, and houses. ;rocky;294;2014-08-01T14:07:48.639;Dorpspruit
POINT(27.94272000000000133 -26.11773000000000167);449;Cockspur Bridge;From Harpuis Street Weir to Cockspur Street Bridge;rocky;162;2014-10-21T12:20:04.29;Klein Jukskei
POINT(30.38993699999999976 -29.58892900000000026);433;U/S Jika Joe ;Just above the Jika Joe informal settlements;rocky;294;2014-08-04T09:49:08.45;Dorpspruit
POINT(30.38037200000000126 -29.5887279999999997);434;U/S Town Bush;Upstream of confluence with Town Bush Stream. Site located near McDonalds and investco centre.;rocky;294;2014-08-04T10:04:13.651;Dorpspruit
POINT(30.37161299999999997 -29.59335899999999953);435;Chief LuthuliRd;Chielf Albert Luthuli Bridge. Near Voortrekker high school;rocky;294;2014-08-04T10:11:55.362;Dorpspruit
POINT(30.36921200000000098 -29.59632799999999975);436;Voortrekker HS;Near voortrekker high school. Before big storm water drainage pipe.;rocky;294;2014-08-04T11:57:18.862;Dorpspruit
POINT(30.36171679999999995 -29.60138999999999854);437;Perth Street;End of Perth Street. vegetated area;rocky;294;2014-08-04T12:36:09.943;Dorpspruit
POINT(30.34966599999999914 -29.60755400000000037);438;D/S Bot Gardens;Downstream of Botanical gardens ;rocky;294;2014-08-04T12:45:08.707;Dorpspruit
POINT(30.3433230000000016 -29.60685000000000144);439;U/S Bot Gardens;Before the botanical gardens. Near a Church and 200m after the bridge.;rocky;294;2014-08-04T12:56:15.905;Dorpspruit
POINT(28.00881000000000043 -26.27464000000000155);441;U/S ColumbineRd;North east branch upstream from Columbine Road - semi-open with some tree cover. Dalmoneor Laerskool.;rocky;19;2014-08-06T08:37:01.785;Bloubos
POINT(27.99634999999999962 -26.26934999999999931);442;Bellefield Ave;North West. Off Bellefield Avenue, upstream from the sewage manhole prone to overflow;rocky;19;2014-08-06T08:56:55.598;Bloubos
POINT(27.76888999999999896 -25.81582999999999828);446;River Bridge;downstream of skeerport;rocky;282;2014-08-07T12:02:49.284;Magalies River 
POINT(27.94759000000000171 -26.11664999999999992);448;Without Bridge;From Cockspur Street Bridge to Without Street Bridge;rocky;162;2014-08-12T06:57:52.347;Klein Jukskei
POINT(31.41975000000000051 -28.52258000000000138);455;adj R34 Mzimela;Running through the Mzimela community. test done at the upstream of the river;rocky;254;2014-08-13T08:59:55.763;Kwadoda River
POINT(30.96443000000000012 -29.87837999999999994);443;Cato Manor;Downstream of confluence withUmkhumbaan and Umbilo River. Rocky river.;rocky;254;2014-10-21T10:10:17.288;Umbilo
POINT(30.39697400000000016 -29.59618400000000094);432;Jika joe ;Iinformal settlements on the banks adjacent to the river.;rocky;294;2015-06-22T12:12:21.381;Dorpspruit
POINT(28.34278332999999961 -30.58199833000000112);402;N2 Bridge;Sampled below the bridge of the N2;rocky;146;2015-06-22T17:01:31.351;Thina River
POINT(27.89388999999999896 -25.75610999999999962);444;Meerhof;hennops/Swartspruit river flows to this point;rocky;282;2015-07-07T09:42:46.732;Meerhof 1
POINT(30.18840000000000146 -29.55469300000000032);420;D/S WWTW;dowstream waste water treatment plant;rocky;204;2015-07-07T10:29:50.83;uMthinzima
POINT(138.68863999999999237 -35.0247799999999998);467;Upper Sturt;Upper reaches of the Sturt River. Used to be treated sewage water coming into river just upstream. Sewage now being piped elsewhere and used on lawns and gardens.;sandy;307;2014-09-03T12:35:11.967;Sturt River
POINT(138.56075000000001296 -35.0181699999999978);466;Oaklands Park;Downstream of man made wetlands and upstream of where river becomes a concrete culvert all the way to the sea.;rocky;307;2014-09-03T12:38:11.845;Sturt River
POINT(27.93549000000000149 -26.12493999999999872);450;Corneliu Bridge;Cornelius Street Bridge to Harpuis Street Weir;rocky;162;2014-10-21T12:28:05.526;Klein Jukskei
POINT(23.49273000000000167 -33.93204000000000065);456;Crags farm land;Downstream of farm lands right before a water purifying station which supplies Kurland village ;rocky;304;2014-11-18T09:22:21.058;Salt
POINT(31.7233799999999988 -28.87314999999999898);457;NtuzeConfluence;Situated downstream of the road to Ngoye Forest. Site is upstream of the confluence with Ntuze River. Amanzamnyama area.;rocky;254;2014-10-21T13:40:07.668;Nkawana
POINT(27.76888999999999896 -25.78332999999999942);447;van Gaanlen;skeerpoort flows in the Magalies area. the test was conducted at van Gaalens also known as the cheese farm.;rocky;282;2014-11-27T08:04:52.203;Skeerpoort 
POINT(31.71375000000000099 -28.86844999999999928);458;Qwayinduku;700m upstream confluence. This river flows from the Ngoye Forest in to the Qwayinduku area.;rocky;254;2014-10-22T09:39:43.913;Mpophoma
POINT(31.69854000000000127 -28.87123000000000062);461;Source;Qwayinduku Point. Source of the Kwadoda River. Located opposite the Nkawana river.;rocky;254;2014-10-22T09:57:11.537;Kwadoda River
POINT(31.83679000000000059 -27.60078000000000031);462;Somkhanda;West of Sovane Gate;rocky;254;2014-10-22T10:06:55.588;Mkuze
POINT(31.42379000000000033 -28.52101000000000042);454;D/S R66;Mzimela Area. Site 1.6 km downstream of R66 Road Bridge. The site is situated upstream the road to Ngoye Forest.;rocky;254;2014-11-18T09:04:52.359;Mfule
POINT(30.27380000000000138 -29.60541999999999874);465;Sweetwaters Rd;Sweetwaters Main Road. Down stream of Nobanda Primary School right under the bridge.;rocky;254;2014-11-18T09:54:37.116;Mabane
POINT(27.09865999999999886 -26.68318000000000012);472;D/S Potch Dam;In a Residential area, downstream of Potchchefstroom dam. ;rocky;317;2014-10-22T13:38:05.644;Mooi
POINT(30.6366189999999996 -29.41803399999999868);659;D/S of Dam;Noodsberrg. Site Upstream of bridge and downstream of dam. ;rocky;36;2014-12-17T09:11:00.375;Mkabela
POINT(27.1036999999999999 -26.69501999999999953);474;Fanie du Toit;Fanie du Toit - Spartterein. 500m upstream of Govan Mbeki drive. Rocky, partially clear water.;rocky;319;2014-10-22T14:01:50.338;Mooi
POINT(28.28444999999999965 -25.69323999999999941);473;Groot Lapa;Downstream of a small silted dam in Derdepoort Park, north east of Pretoria. Catchment includes a quarry and suburban housing. 1.5km upstream of confluence with Moreleta;rocky;318;2014-10-22T13:47:14.747;Hartbeesspruit
POINT(27.11736000000000146 -26.5145300000000006);477;Boskop;Lanbou;;;;
Twee brue ;;;;;;;
Skoon water en omgewing;rocky;324;2014-09-10T11:01:52.336;Mooirivier;;;
POINT(30.36752999999999858 -29.81666999999999845);478;Conservancy;All bio types, conservancy down stream at broken weir;rocky;51;2014-09-10T17:23:02.568;Umngeni River
POINT(28.77555999999999869 -27.14028000000000063);479;Krugersdorp ;The Krugersdorp Dam is receiving water from the Mintails AMD water pre-treated water from Gold One mine. ;sandy;282;2014-09-11T06:40:00.858;Hippo Dam
POINT(27.12443999999999988 -26.51444000000000045);480;Boskop;Agricultural activities;sandy;328;2014-09-11T11:46:08.11;Mooirivier
POINT(-76.44038000000000466 44.29299999999999926);495;Kingston Mills;Downstream of a dam and series of locks.;rocky;336;2014-09-17T21:18:18.046;Cataraqui River
POINT(27.55073900000000009 -25.44460300000000075);475;LOW BRIDGE;Downstream from Rietfontein sewage outlet;sandy;310;2014-09-19T07:14:59.306;SWARTSPRUIT 2
POINT(26.70660000000000167 -33.39079000000000264);482;Sacred Pools;Upstream of deep pools in a natural Eastern Cape thicket. Site of spiritual significance to the isiXhosa people where offerings of maize beer, mead, spirits and tobacco are made to communicate with ancestors. ;rocky;325;2014-10-30T06:15:01.782;Bloukrans River
POINT(27.93068999999999846 -25.74358300000000099);501;Sewage outlet;downstream from weir, sewage effluent pumped into Swartspruit at this point;sandy;310;2014-09-21T12:41:54.519;SWARTSPRUIT 3
POINT(32.30794999999999817 -27.5866100000000003);503;Belw Bridge;Below the Bridge at the Kwa Jobe Area in Mkuze ;rocky;254;2014-09-25T08:57:05.572;Cezwana River 
POINT(27.09863 -22.6831700000000005);507;Span Jan;Largely natural;rocky;345;2014-09-25T12:10:26.056;Mooirivier
POINT(27.73611000000000004 -25.79222000000000037);512;Skeerpoort;downstream Hartebeespoort,skeerpoort;rocky;282;2014-09-26T07:01:33.178;Magalies River
POINT(27.91943399999999897 -25.74539000000000044);497;Low waterbridge;Downstream from sewage effluent deep with sandy edges, prolific weed growth.;sandy;310;2014-10-19T14:04:50.193;SWARTSPRUIT 
POINT(30.3003399999999985 -29.62698999999999927);464;CaluzaRd Bridge;"Tributary of Mvubukazi River; down stream of Laduma high school and Catholic church. Caluza Road Bridge.";rocky;254;2014-10-22T12:23:18.817;Mpuzama
POINT(32.13400000000000034 -27.57121000000000066);468;Ubombo NR;Mkuze River which is on the boundary of the Ubombo Mountain Nature Reserve. Site is on the North of the nature reserve.;sandy;254;2014-10-22T12:59:17.34;Mkuze River
POINT(27.10520999999999958 -26.69902000000000086);476;Govan Mbeku Dr;Wasgoed spruit. Downstream from residential, clear, fast flowing water. alge growing between the rocks;rocky;323;2014-10-27T09:03:43.734;Mooi
POINT(26.60019000000000133 -33.32361000000000217);481;BelmontValleyRd;Belmont Valley Road Bridge. Roughly 6 km downstream of Grahamstown, and 5 km downstream of the Belmont Valley WWTW, downstream of moderate scale commercial agriculture. ;rocky;325;2014-10-30T06:05:36.744;Bloukrans
POINT(27.10018900000000031 -26.75251099999999838);493;Suidbrug;Downstream of sewage works. Dr Govan Mbeki Drive Bridge;sandy;334;2014-10-31T06:32:59.994;Mooi
POINT(32.40241999999999933 -27.65493000000000023);505;D820 Rd Bridge;Situated below the bridge that is closer to the Muzi Pan Adventure offices at the Kwa Jobe area ;sandy;254;2014-10-31T07:46:09.899;Neshe
POINT(30.27458000000000027 -29.60183999999999926);506;Nobanda P S;direct opposite to Nobanda Primary School in Sweetwater;rocky;254;2014-10-31T08:11:05.007;Mabane
POINT(30.92283000000000115 -29.82572000000000045);486;1Edgecliff Road;In Palmiet Nature Reserve;rocky;21;2015-06-26T13:09:49.456;Palmiet (KZN)
POINT(30.85770000000000124 -29.78943999999999903);492;Fernleigh Road;Residential area below Wyebank Municipal dump site.;rocky;21;2015-06-26T13:11:51.319;Palmiet (KZN)
POINT(30.96295999999999893 -29.80313999999999908);485;Mountbatten Dr;Upstream of confluence. Mbongokazi Stream just before it joins the Palmiet River. Mountbatten Drive, Shell Azmuth Motors;rocky;21;2015-06-19T12:34:19.72;Mbongokazi
POINT(18.47690000000000055 -33.94279999999999831);483;Upstream of N2 ;Site adjacent to the Liesbeek Pkwy. The river is next to the high way.;sandy;333;2015-06-23T13:15:28.393;Liesbeeck
POINT(30.96164999999999878 -29.80685000000000073);484;Shire Quarry;"Downstream of ""Westwood Estate"" and informal housing.";rocky;21;2015-06-26T13:06:37.325;Palmiet (KZN)
POINT(30.91126999999999825 -29.81972999999999985);487;9 Pineside Road;Below Methven Road Sewer Pump Station;rocky;21;2015-06-26T13:10:03.916;Palmiet (KZN)
POINT(27.73582999999999998 -25.81582999999999828);509;skeerpoort;;sandy;282;2014-10-31T08:40:54.172;Magalies
POINT(27.76888999999999896 -25.78832999999999842);510;D/S R560;Van Gaalens. River flowing into the skeerpoort spruit;rocky;282;2014-10-31T10:10:50.354;Skeerpoort
POINT(27.76860999999999891 -25.78778000000000148);511;Van Gaalens;Upstream of confluence. 450m downstream of the R560;rocky;282;2014-10-31T12:33:13.309;Skeerpoort
POINT(27.71527999999999992 -25.80694000000000088);508;Skeerpoort;sandy dam, next to highly vegetated area;sandy;282;2014-11-18T06:43:43.401;Nyoka Ridge
POINT(30.40820000000000078 -29.55995000000000061);471;Raisethorpe ;Chota Motal road, bridge near corner of Khan road outside raisethorpe secondary school;rocky;264;2014-11-20T12:24:05.674;Baynespruit
POINT(30.40356900000000095 -29.55825600000000009);536;D/S Deccan Rd;"Between Deccan Rd and Newholme Rd bridges; adjacent to a sports field. Directly outside Newholmes primary school. ";rocky;245;2014-11-27T10:34:37.954;Baynespruit
POINT(30.00686699999999973 -29.99364399999999975);660;Source;Source of the uMngeni;rocky;12;2014-12-19T13:38:26.845;uMgeni
POINT(30.40559400000000068 -29.55879699999999843);537;Newholme Way;"About 40m D/S Newholme Way Bridge; adjacent to a sports field.";rocky;245;2014-10-16T10:11:59.424;Baynespruit
POINT(30.4074719999999985 -29.55956400000000173);538;Raisethorpe Sch;"Adjacent to Raisethorpe Secondary School fields; U/S Chota Motala Road.";rocky;245;2014-10-16T10:16:50.995;Baynespruit
POINT(30.39379999999999882 -29.59357999999999933);542;Site1: Protecte;Situated in the National Botanical Gardens, PMB. Highly vegetated.;rocky;357;2014-10-20T18:54:49.221;Dorpspruit
POINT(30.3912799999999983 -29.55253000000000085);502;Heather Rd;"Located behind Heather Secondary School, between Heather & Bombay Rd; Northdale";rocky;343;2014-10-16T08:33:22.889;Baynespruit
POINT(30.39190800000000081 -29.55560600000000093);530;Crocus Rd;"Adjacent to Heather School fields, U/S of tributary; Heather";rocky;245;2014-10-16T08:50:52.978;Baynespruit
POINT(30.39416399999999996 -29.55596699999999899);531;D/S HeatherScho;"D/S heather school and U/S Olympia Way Bridge; D/S Heather";rocky;245;2014-10-16T09:00:27.379;Baynespruit
POINT(30.39624399999999937 -29.55595299999999881);532;Olympia Way;30m D/S Olympia Way Bridge;rocky;245;2014-10-16T09:05:04.492;Baynespruit
POINT(30.40899699999999939 -29.56123099999999937);539;D/S ChotaMotala;"Off Baijoo Rd & Chota Motala Rd; adjacent to a field with informal settlements; D/S Bombay Rd.";rocky;245;2014-10-16T10:47:00.199;Baynespruit
POINT(30.39950299999999928 -29.55726100000000045);534;U/S Deccan Rd;U/S Deccan road and about 70m D/S the tributary.;rocky;245;2014-10-16T09:59:04.836;Baynespruit
POINT(30.40154199999999918 -29.55790800000000118);535;Deccan Rd;60m U/S Deccan Rd Bridge;rocky;245;2014-10-16T10:02:14.534;Baynespruit
POINT(30.39782200000000145 -29.55655600000000049);533;Daphne Rd;"Adjacent to Daphne road; further D/S from Olympia Way Bridge.";rocky;245;2014-10-16T10:04:28.307;Baynespruit
POINT(30.40891699999999886 -29.56321399999999855);540;Baijoo Rd;Adjacent to Baijoo Rd and U/S Naidoo Rd Bridge.;rocky;245;2014-10-16T10:50:56.031;Baynespruit
POINT(30.40914700000000082 -29.56552200000000141);541;D/S Naido Rd;"Between Baijoo Rd & Timlas Rd; D/S Naidoo Rd.";rocky;245;2014-10-16T10:55:39.29;Baynespruit
POINT(27.93556999999999846 -25.74321099999999873);496;WEIR;Upstream from Rietfontein sewage outlet. Downstream from human settlements. Reed growth in water, water depth uncertain, huge rocks.;rocky;310;2014-10-31T06:53:24.303;SWARTSPRUIT 
POINT(30.01532999999999873 -29.60513999999999868);545;Site1: Protecte;Situated in the National Botanical Gardens, PMB. Highly vegetated, downstream of a wetland ;rocky;357;2014-10-23T10:31:50.428;Dorpspruit
POINT(30.11666699999999963 -29.69999999999999929);553;KwaMafunze;Upper section of uMsunduzi river ;rocky;272;2014-10-30T09:19:19.73;Umsunduzi
POINT(18.83388100000000165 -33.84809200000000118);554;Elsenburg ;Situated on Elsenburg agricultural college;sandy;364;2014-10-30T12:02:52.562;Elsenburg river
POINT(18.43777000000000044 -33.98774999999999835);520;Windchester Ave;Natural environment in the Green Belt area. Clear water;rocky;340;2014-11-03T13:10:24.783;Liesbeeck
POINT(25.90987000000000151 -26.38272999999999868);544;N14 Rd Bridge;N14 bridge crossing at Biesiesvlei. CER Site 2;sandy;13;2014-11-06T09:22:34.432;Harts
POINT(27.12722000000000122 -32.58693999999999846);523;Ndela Bridge;Ndela Bridge above Cata Village. Irrigation and weir above.;rocky;225;2014-11-03T14:03:53.862;Cata
POINT(25.81365999999999872 -26.54433999999999827);543;D/S Roosville;CER Survey Site 1. Spoor road bridge crossing. Roosville is upstream.;sandy;13;2014-11-06T09:31:01.363;Harts 
POINT(29.77315000000000111 -29.05390999999999835);528;Muntuza PS;Low level, partially vegetated,lots of water pollution.;rocky;238;2014-11-06T06:45:49.2;Klein Boesmansr
POINT(30.39202999999999832 -29.59170999999999907);547;Church Street;Church Street Bridge;rocky;357;2014-11-06T09:50:30.392;Dorpspruit
POINT(30.36833999999999989 -29.59719000000000122);548;Peter Kerchoff;Located in a residential area. Behind a large shopping center and infront of a School;rocky;357;2014-11-06T10:41:03.542;Dorpspruit
POINT(18.86668299999999832 -33.80920900000000273);555;Klapmuts PS;In the middle of a community. ;sandy;364;2014-11-06T11:54:09.854;Klapmuts
POINT(30.71929199999999938 -29.8638060000000003);556;Ntshongweni Dam;Downstream of dam wall.;rocky;370;2014-11-06T12:06:50.854;uMlazi
POINT(18.47758899999999826 -33.93980599999999725);557;Observatory; The riverbanks look natural, green belt area;sandy;340;2014-11-06T12:37:40.992;Liesbeck
POINT(18.44285700000000006 -33.98725199999999802);558;Kirstenbosch Dr;Clear day, slightly windy. water clear, Green belt area with people walking their dogs. evidence of someone living in the bushes alongside the river.;rocky;340;2014-11-06T13:03:43.602;Liesbeck
POINT(27.36611800000000017 -32.53851099999999974);522;Kologha picnic;Downstream from indigenous forest. Above indigenous forest is pine plantation.;rocky;225;2014-11-24T07:54:48.558;Xolora
POINT(18.44017799999999951 -33.98743999999999943);513;Bishopscourt;natural stream, free flowing in a green belt area. steep banks on the West side.;rocky;340;2014-10-31T13:40:50.47;Liesbeeck
POINT(18.46557999999999922 -33.97140000000000271);514;Newlands;In a built up urban area, near the Westerford bridge, homeless people live there.Liesbeeck walk way along the river.Areas of the river banks. River is  canalised flowing faster and dirty water, few items of litter.;rocky;340;2014-11-03T12:24:32.802;Liesbeeck
POINT(29.06050000000000111 -30.54491700000000165);559;Magxeni Primary;River close to homes and school;rocky;373;2014-11-06T13:40:10.436;Mperu
POINT(28.38022199999999984 -30.35563900000000004);560;Taba Chi-Cha ;Koung.There were a lot of alien invasive species along the stream;rocky;373;2014-11-07T06:37:02.294;Pabatlong
POINT(30.32120000000000104 -23.07450000000000045);594;cabbage farm IF;None;rocky;376;2014-11-15T20:11:51.597;Latonyanda
POINT(28.38716700000000159 -30.30474999999999852);561;Ongeluksnek JSS;the is a dip next to the river, and sewerage going into the river upstream;rocky;373;2014-11-07T06:57:40.757;Lebele
POINT(30.34865999999999886 -29.60513999999999868);549;Site1:Protected;Situated in the National Botanical Gardens, PMB, below a wetland. highly vegetated;rocky;357;2015-06-22T16:44:56.141;Dorpspruit
POINT(30.8851799999999983 -29.81819000000000131);489;53 Churston Rd;Downstream of Pinetown/New Germany Industrial Areas, and Blair Road Sewer Pump Station.;rocky;21;2015-06-26T13:10:25.123;Palmiet (KZN)
